commit	metric	n_trades	mc_p	status	description
baseline	0.9016	17	0.2804	keep	baseline ADR 0054 LOCKED (lookback=20, exit=10, atr=2.0)
P6v6s9_bollinger_breakout_r8	-999.0000	-1.9641	17	0.49	ok	v6 4H sweep#9 bollinger_breakout random #8 (atr_period=13_atr_stop_mult=3.6241_bb_k=2.7507_bb_period=28)
P6v6s9_bollinger_breakout_r9	19.1620	9.5739	32	65.00	ok	v6 4H sweep#9 bollinger_breakout random #9 (atr_period=19_atr_stop_mult=3.4905_bb_k=1.3017_bb_period=26)
P6v6s9_bollinger_breakout_r10	-999.0000	21.5062	4	37.35	ok	v6 4H sweep#9 bollinger_breakout random #10 (atr_period=7_atr_stop_mult=2.1863_bb_k=3.0999_bb_period=13)
P6v6s9_bollinger_breakout_r11	-999.0000	0.0000	0	0.00	ok	v6 4H sweep#9 bollinger_breakout random #11 (atr_period=16_atr_stop_mult=2.6064_bb_k=3.1835_bb_period=10)
P6v6s9_bollinger_breakout_r12	25.6077	23.3091	10	28.48	ok	v6 4H sweep#9 bollinger_breakout random #12 (atr_period=19_atr_stop_mult=4.777_bb_k=2.7065_bb_period=11)
P6v6s9_bollinger_breakout_r13	14.6801	7.7793	28	46.71	ok	v6 4H sweep#9 bollinger_breakout random #13 (atr_period=18_atr_stop_mult=4.5595_bb_k=2.0403_bb_period=20)
P6v6s9_bollinger_breakout_r14	13.9213	8.2550	22	51.17	ok	v6 4H sweep#9 bollinger_breakout random #14 (atr_period=15_atr_stop_mult=3.9437_bb_k=2.0827_bb_period=24)
P6v6s9_bollinger_breakout_r15	10.8286	4.1488	63	42.42	ok	v6 4H sweep#9 bollinger_breakout random #15 (atr_period=19_atr_stop_mult=2.8194_bb_k=1.1271_bb_period=15)
P6v6s9_bollinger_breakout_r16	-999.0000	3.1553	58	25.94	ok	v6 4H sweep#9 bollinger_breakout random #16 (atr_period=8_atr_stop_mult=3.797_bb_k=1.0203_bb_period=18)
P6v6s9_bollinger_breakout_r17	8.9866	3.6665	53	39.96	ok	v6 4H sweep#9 bollinger_breakout random #17 (atr_period=14_atr_stop_mult=4.1347_bb_k=1.2316_bb_period=17)
P6v6s9_bollinger_breakout_r18	29.8083	14.8931	32	80.74	ok	v6 4H sweep#9 bollinger_breakout random #18 (atr_period=9_atr_stop_mult=4.2653_bb_k=1.8669_bb_period=18)
P6v6s9_bollinger_breakout_r19	25.7089	12.3634	35	88.45	ok	v6 4H sweep#9 bollinger_breakout random #19 (atr_period=11_atr_stop_mult=4.6299_bb_k=1.7698_bb_period=18)
P6v6s9_bollinger_breakout_r20	11.7804	4.9128	50	45.41	ok	v6 4H sweep#9 bollinger_breakout random #20 (atr_period=9_atr_stop_mult=2.4921_bb_k=0.9119_bb_period=23)
P6v6s9_bollinger_breakout_r21	24.3022	12.4889	30	66.19	ok	v6 4H sweep#9 bollinger_breakout random #21 (atr_period=9_atr_stop_mult=4.6741_bb_k=2.336_bb_period=12)
P6v6s9_bollinger_breakout_r22	19.1385	10.4894	26	61.78	ok	v6 4H sweep#9 bollinger_breakout random #22 (atr_period=18_atr_stop_mult=4.3354_bb_k=1.7358_bb_period=25)
P6v6s9_bollinger_breakout_r23	22.8539	12.1108	28	65.66	ok	v6 4H sweep#9 bollinger_breakout random #23 (atr_period=12_atr_stop_mult=2.4634_bb_k=1.359_bb_period=29)
P6v6s9_bollinger_breakout_r24	7.5665	2.8990	63	27.64	ok	v6 4H sweep#9 bollinger_breakout random #24 (atr_period=17_atr_stop_mult=2.7248_bb_k=0.9061_bb_period=19)
P6v6s9_bollinger_breakout_r25	10.7661	6.2493	23	37.24	ok	v6 4H sweep#9 bollinger_breakout random #25 (atr_period=20_atr_stop_mult=2.9864_bb_k=2.0854_bb_period=26)
P6v6s9_bollinger_breakout_r26	17.5964	8.0085	40	64.57	ok	v6 4H sweep#9 bollinger_breakout random #26 (atr_period=14_atr_stop_mult=2.0679_bb_k=1.2605_bb_period=23)
P6v6s9_bollinger_breakout_r27	8.2928	3.9412	36	21.79	ok	v6 4H sweep#9 bollinger_breakout random #27 (atr_period=20_atr_stop_mult=2.8556_bb_k=2.2121_bb_period=13)
P6v6s9_bollinger_breakout_r28	9.6485	5.8523	21	39.49	ok	v6 4H sweep#9 bollinger_breakout random #28 (atr_period=16_atr_stop_mult=4.5451_bb_k=2.2273_bb_period=26)
P6v6s9_bollinger_breakout_r29	9.1638	3.5515	61	39.68	ok	v6 4H sweep#9 bollinger_breakout random #29 (atr_period=14_atr_stop_mult=1.6401_bb_k=1.7925_bb_period=11)
P6v6s9_bollinger_breakout_r30	9.5711	4.9930	29	28.17	ok	v6 4H sweep#9 bollinger_breakout random #30 (atr_period=7_atr_stop_mult=3.1021_bb_k=2.2682_bb_period=17)
P6v6s9_bollinger_breakout_r31	16.7341	7.4682	42	63.32	ok	v6 4H sweep#9 bollinger_breakout random #31 (atr_period=9_atr_stop_mult=2.5442_bb_k=0.9991_bb_period=24)
P6v6s9_bollinger_breakout_r32	21.8674	11.2376	30	65.58	ok	v6 4H sweep#9 bollinger_breakout random #32 (atr_period=20_atr_stop_mult=3.3953_bb_k=1.437_bb_period=26)
P6v6s9_bollinger_breakout_r33	13.8095	8.0159	23	50.13	ok	v6 4H sweep#9 bollinger_breakout random #33 (atr_period=11_atr_stop_mult=1.8193_bb_k=2.2529_bb_period=24)
P6v6s9_bollinger_breakout_r34	12.6700	6.8254	27	44.99	ok	v6 4H sweep#9 bollinger_breakout random #34 (atr_period=10_atr_stop_mult=4.4134_bb_k=1.6491_bb_period=27)
P6v6s9_bollinger_breakout_r35	12.3548	5.1921	49	62.55	ok	v6 4H sweep#9 bollinger_breakout random #35 (atr_period=16_atr_stop_mult=1.9615_bb_k=1.399_bb_period=17)
P6v6s9_bollinger_breakout_r36	20.0000	8.6118	46	61.53	ok	v6 4H sweep#9 bollinger_breakout random #36 (atr_period=18_atr_stop_mult=3.1474_bb_k=1.4957_bb_period=15)
P6v6s9_bollinger_breakout_r37	12.8015	6.5787	30	32.95	ok	v6 4H sweep#9 bollinger_breakout random #37 (atr_period=8_atr_stop_mult=3.5835_bb_k=2.2479_bb_period=15)
P6v6s9_bollinger_breakout_r38	8.9440	3.1311	82	22.06	ok	v6 4H sweep#9 bollinger_breakout random #38 (atr_period=15_atr_stop_mult=4.2586_bb_k=1.2723_bb_period=10)
P6v6s9_bollinger_breakout_r39	-999.0000	25.5481	6	35.75	ok	v6 4H sweep#9 bollinger_breakout random #39 (atr_period=12_atr_stop_mult=3.0408_bb_k=3.1515_bb_period=19)
P6v6s9_bollinger_breakout_r40	16.2490	7.6350	37	68.16	ok	v6 4H sweep#9 bollinger_breakout random #40 (atr_period=12_atr_stop_mult=2.9653_bb_k=1.1128_bb_period=25)
P6v6s9_bollinger_breakout_r41	12.0530	9.4095	13	54.22	ok	v6 4H sweep#9 bollinger_breakout random #41 (atr_period=19_atr_stop_mult=2.6489_bb_k=2.7811_bb_period=14)
P6v6s9_bollinger_breakout_r42	16.4065	7.8899	35	69.07	ok	v6 4H sweep#9 bollinger_breakout random #42 (atr_period=19_atr_stop_mult=2.7753_bb_k=1.2591_bb_period=25)
P6v6s9_bollinger_breakout_r43	8.2363	4.8839	22	32.18	ok	v6 4H sweep#9 bollinger_breakout random #43 (atr_period=10_atr_stop_mult=2.0586_bb_k=2.3639_bb_period=24)
P6v6s9_bollinger_breakout_r44	15.7788	6.9133	44	58.62	ok	v6 4H sweep#9 bollinger_breakout random #44 (atr_period=7_atr_stop_mult=2.3864_bb_k=0.9623_bb_period=24)
P6v6s9_bollinger_breakout_r45	4.7336	1.6505	83	11.46	ok	v6 4H sweep#9 bollinger_breakout random #45 (atr_period=19_atr_stop_mult=2.8111_bb_k=1.2444_bb_period=10)
P6v6s9_bollinger_breakout_r46	8.8872	5.5219	20	27.05	ok	v6 4H sweep#9 bollinger_breakout random #46 (atr_period=11_atr_stop_mult=4.1019_bb_k=2.6546_bb_period=20)
P6v6s9_bollinger_breakout_r47	5.5519	3.1583	24	17.26	ok	v6 4H sweep#9 bollinger_breakout random #47 (atr_period=14_atr_stop_mult=2.4517_bb_k=2.2599_bb_period=27)
P6v6s9_bollinger_breakout_r48	-999.0000	1.2263	96	15.16	ok	v6 4H sweep#9 bollinger_breakout random #48 (atr_period=15_atr_stop_mult=1.9345_bb_k=1.0381_bb_period=10)
P6v6s9_bollinger_breakout_r49	21.6030	11.2696	29	64.97	ok	v6 4H sweep#9 bollinger_breakout random #49 (atr_period=20_atr_stop_mult=3.7468_bb_k=1.5842_bb_period=25)
P6v6s9_bollinger_breakout_r50	11.2652	5.7066	31	30.12	ok	v6 4H sweep#9 bollinger_breakout random #50 (atr_period=19_atr_stop_mult=3.4582_bb_k=2.3299_bb_period=12)
P6v6s9_bollinger_breakout_r51	10.8358	4.9826	39	36.96	ok	v6 4H sweep#9 bollinger_breakout random #51 (atr_period=18_atr_stop_mult=1.3372_bb_k=1.6432_bb_period=23)
P6v6s9_bollinger_breakout_r52	15.2883	7.2658	36	49.27	ok	v6 4H sweep#9 bollinger_breakout random #52 (atr_period=10_atr_stop_mult=1.7245_bb_k=1.9637_bb_period=19)
P6v6s9_bollinger_breakout_r53	13.7577	5.6532	52	46.15	ok	v6 4H sweep#9 bollinger_breakout random #53 (atr_period=13_atr_stop_mult=4.3068_bb_k=1.7806_bb_period=11)
P6v6s9_bollinger_breakout_r54	4.7088	2.3217	33	8.82	ok	v6 4H sweep#9 bollinger_breakout random #54 (atr_period=14_atr_stop_mult=1.6956_bb_k=2.2757_bb_period=20)
P6v6s9_bollinger_breakout_r55	20.5947	9.5711	38	69.65	ok	v6 4H sweep#9 bollinger_breakout random #55 (atr_period=10_atr_stop_mult=3.0533_bb_k=1.9077_bb_period=15)
P6v6s9_bollinger_breakout_r56	17.1325	9.2294	27	50.34	ok	v6 4H sweep#9 bollinger_breakout random #56 (atr_period=18_atr_stop_mult=4.1463_bb_k=2.2692_bb_period=16)
P6v6s9_bollinger_breakout_r57	-999.0000	-2.5832	13	4.72	ok	v6 4H sweep#9 bollinger_breakout random #57 (atr_period=9_atr_stop_mult=3.2346_bb_k=2.9597_bb_period=26)
P6v6s9_bollinger_breakout_r58	17.5198	8.0560	39	58.97	ok	v6 4H sweep#9 bollinger_breakout random #58 (atr_period=9_atr_stop_mult=1.8913_bb_k=1.685_bb_period=20)
P6v6s9_bollinger_breakout_r59	22.8269	12.0965	28	70.05	ok	v6 4H sweep#9 bollinger_breakout random #59 (atr_period=20_atr_stop_mult=2.8656_bb_k=1.8524_bb_period=22)
P6v6s9_bollinger_breakout_r60	16.5164	9.2180	25	59.39	ok	v6 4H sweep#9 bollinger_breakout random #60 (atr_period=7_atr_stop_mult=4.4126_bb_k=1.9964_bb_period=23)
P6v6s9_bollinger_breakout_r61	9.6736	3.9194	54	45.52	ok	v6 4H sweep#9 bollinger_breakout random #61 (atr_period=15_atr_stop_mult=3.0246_bb_k=1.0437_bb_period=20)
P6v6s9_bollinger_breakout_r62	7.6619	4.3587	24	31.83	ok	v6 4H sweep#9 bollinger_breakout random #62 (atr_period=11_atr_stop_mult=2.5765_bb_k=2.1272_bb_period=27)
P6v6s9_bollinger_breakout_r63	-999.0000	1.0583	96	11.64	ok	v6 4H sweep#9 bollinger_breakout random #63 (atr_period=16_atr_stop_mult=1.9134_bb_k=1.0401_bb_period=10)
P6v6s9_bollinger_breakout_r64	19.1941	8.6491	41	68.26	ok	v6 4H sweep#9 bollinger_breakout random #64 (atr_period=14_atr_stop_mult=2.087_bb_k=1.4288_bb_period=21)
P6v6s9_bollinger_breakout_r65	10.7070	5.8683	26	40.72	ok	v6 4H sweep#9 bollinger_breakout random #65 (atr_period=18_atr_stop_mult=2.1443_bb_k=2.1639_bb_period=21)
P6v6s9_bollinger_breakout_r66	18.2676	7.7377	48	57.41	ok	v6 4H sweep#9 bollinger_breakout random #66 (atr_period=8_atr_stop_mult=4.0011_bb_k=1.7159_bb_period=13)
P6v6s9_bollinger_breakout_r67	15.0378	8.9171	22	42.08	ok	v6 4H sweep#9 bollinger_breakout random #67 (atr_period=17_atr_stop_mult=2.6689_bb_k=2.3593_bb_period=21)
P6v6s9_bollinger_breakout_r68	11.8517	5.9214	32	34.79	ok	v6 4H sweep#9 bollinger_breakout random #68 (atr_period=7_atr_stop_mult=4.2093_bb_k=2.1009_bb_period=16)
P6v6s9_bollinger_breakout_r69	14.4447	8.0617	25	51.38	ok	v6 4H sweep#9 bollinger_breakout random #69 (atr_period=18_atr_stop_mult=3.5761_bb_k=1.7415_bb_period=27)
P6v6s9_bollinger_breakout_r70	19.3592	10.8046	25	68.19	ok	v6 4H sweep#9 bollinger_breakout random #70 (atr_period=17_atr_stop_mult=4.025_bb_k=2.0093_bb_period=22)
P6v6s9_bollinger_breakout_HELDOUT	-2.8944	-2.8944	18	-15.25	heldout_single	v6 4H sweep#9 bollinger_breakout HELDOUT — sign-flip (+14.89→-2.89) train Sharpe=14.89
P6v6s9_bollinger_mr_g1	-999.0000	-1.4708	130	-29.62	ok	v6 4H sweep#9 bollinger_mr grid #1 (atr_period=14_atr_stop_mult=2.0_bb_k=1.5_bb_period=10)
P6v6s9_bollinger_mr_g2	-999.0000	-1.5114	120	-34.08	ok	v6 4H sweep#9 bollinger_mr grid #2 (atr_period=14_atr_stop_mult=3.0_bb_k=1.5_bb_period=10)
P6v6s9_bollinger_mr_g3	-999.0000	-2.4029	72	-38.32	ok	v6 4H sweep#9 bollinger_mr grid #3 (atr_period=14_atr_stop_mult=2.0_bb_k=2.0_bb_period=10)
P6v6s9_bollinger_mr_g4	-999.0000	-1.7595	69	-31.62	ok	v6 4H sweep#9 bollinger_mr grid #4 (atr_period=14_atr_stop_mult=3.0_bb_k=2.0_bb_period=10)
P6v6s9_bollinger_mr_g5	1.3889	1.0403	14	5.65	ok	v6 4H sweep#9 bollinger_mr grid #5 (atr_period=14_atr_stop_mult=2.0_bb_k=2.5_bb_period=10)
P6v6s9_bollinger_mr_g6	0.5222	0.3912	14	2.75	ok	v6 4H sweep#9 bollinger_mr grid #6 (atr_period=14_atr_stop_mult=3.0_bb_k=2.5_bb_period=10)
P6v6s9_bollinger_mr_g7	-999.0000	0.0000	0	0.00	ok	v6 4H sweep#9 bollinger_mr grid #7 (atr_period=14_atr_stop_mult=2.0_bb_k=3.0_bb_period=10)
P6v6s9_bollinger_mr_g8	-999.0000	0.0000	0	0.00	ok	v6 4H sweep#9 bollinger_mr grid #8 (atr_period=14_atr_stop_mult=3.0_bb_k=3.0_bb_period=10)
P6v6s9_bollinger_mr_g9	-999.0000	-1.0785	93	-23.03	ok	v6 4H sweep#9 bollinger_mr grid #9 (atr_period=14_atr_stop_mult=2.0_bb_k=1.5_bb_period=20)
P6v6s9_bollinger_mr_g10	-999.0000	-0.8144	77	-22.30	ok	v6 4H sweep#9 bollinger_mr grid #10 (atr_period=14_atr_stop_mult=3.0_bb_k=1.5_bb_period=20)
P6v6s9_bollinger_mr_g11	-999.0000	-1.6759	68	-27.22	ok	v6 4H sweep#9 bollinger_mr grid #11 (atr_period=14_atr_stop_mult=2.0_bb_k=2.0_bb_period=20)
P6v6s9_bollinger_mr_g12	-999.0000	0.0068	57	-7.97	ok	v6 4H sweep#9 bollinger_mr grid #12 (atr_period=14_atr_stop_mult=3.0_bb_k=2.0_bb_period=20)
P6v6s9_bollinger_mr_g13	-999.0000	-1.6933	39	-29.25	ok	v6 4H sweep#9 bollinger_mr grid #13 (atr_period=14_atr_stop_mult=2.0_bb_k=2.5_bb_period=20)
P6v6s9_bollinger_mr_g14	1.8711	0.8792	37	-9.10	ok	v6 4H sweep#9 bollinger_mr grid #14 (atr_period=14_atr_stop_mult=3.0_bb_k=2.5_bb_period=20)
P6v6s9_bollinger_mr_g15	-999.0000	1.7653	8	-7.62	ok	v6 4H sweep#9 bollinger_mr grid #15 (atr_period=14_atr_stop_mult=2.0_bb_k=3.0_bb_period=20)
P6v6s9_bollinger_mr_g16	-999.0000	1.6217	8	-9.13	ok	v6 4H sweep#9 bollinger_mr grid #16 (atr_period=14_atr_stop_mult=3.0_bb_k=3.0_bb_period=20)
P6v6s9_bollinger_mr_g17	-999.0000	-1.8895	71	-30.36	ok	v6 4H sweep#9 bollinger_mr grid #17 (atr_period=14_atr_stop_mult=2.0_bb_k=1.5_bb_period=30)
P6v6s9_bollinger_mr_g18	-999.0000	-1.6677	56	-25.69	ok	v6 4H sweep#9 bollinger_mr grid #18 (atr_period=14_atr_stop_mult=3.0_bb_k=1.5_bb_period=30)
P6v6s9_bollinger_mr_g19	-999.0000	-0.2682	53	-4.35	ok	v6 4H sweep#9 bollinger_mr grid #19 (atr_period=14_atr_stop_mult=2.0_bb_k=2.0_bb_period=30)
P6v6s9_bollinger_mr_g20	1.8763	0.8221	44	-2.14	ok	v6 4H sweep#9 bollinger_mr grid #20 (atr_period=14_atr_stop_mult=3.0_bb_k=2.0_bb_period=30)
P6v6s9_bollinger_mr_g21	1.0261	0.4995	34	5.74	ok	v6 4H sweep#9 bollinger_mr grid #21 (atr_period=14_atr_stop_mult=2.0_bb_k=2.5_bb_period=30)
P6v6s9_bollinger_mr_g22	3.8856	1.9968	30	16.64	ok	v6 4H sweep#9 bollinger_mr grid #22 (atr_period=14_atr_stop_mult=3.0_bb_k=2.5_bb_period=30)
P6v6s9_bollinger_mr_g23	-999.0000	1.2341	10	6.04	ok	v6 4H sweep#9 bollinger_mr grid #23 (atr_period=14_atr_stop_mult=2.0_bb_k=3.0_bb_period=30)
P6v6s9_bollinger_mr_g24	2.2898	2.0842	10	6.73	ok	v6 4H sweep#9 bollinger_mr grid #24 (atr_period=14_atr_stop_mult=3.0_bb_k=3.0_bb_period=30)
P6v6s9_bollinger_mr_g25	-999.0000	-1.1998	50	-16.56	ok	v6 4H sweep#9 bollinger_mr grid #25 (atr_period=14_atr_stop_mult=2.0_bb_k=1.5_bb_period=50)
P6v6s9_bollinger_mr_g26	-999.0000	2.6693	38	-11.62	ok	v6 4H sweep#9 bollinger_mr grid #26 (atr_period=14_atr_stop_mult=3.0_bb_k=1.5_bb_period=50)
P6v6s9_bollinger_mr_g27	1.2290	0.6140	32	4.90	ok	v6 4H sweep#9 bollinger_mr grid #27 (atr_period=14_atr_stop_mult=2.0_bb_k=2.0_bb_period=50)
P6v6s9_bollinger_mr_g28	9.2935	5.1868	25	16.79	ok	v6 4H sweep#9 bollinger_mr grid #28 (atr_period=14_atr_stop_mult=3.0_bb_k=2.0_bb_period=50)
P6v6s9_bollinger_mr_g29	7.0526	4.6214	18	24.83	ok	v6 4H sweep#9 bollinger_mr grid #29 (atr_period=14_atr_stop_mult=2.0_bb_k=2.5_bb_period=50)
P6v6s9_bollinger_mr_g30	8.5193	5.9365	16	25.57	ok	v6 4H sweep#9 bollinger_mr grid #30 (atr_period=14_atr_stop_mult=3.0_bb_k=2.5_bb_period=50)
P6v6s9_bollinger_mr_r1	11.3366	8.8503	13	38.08	ok	v6 4H sweep#9 bollinger_mr random #1 (atr_period=13_atr_stop_mult=3.4907_bb_k=2.6363_bb_period=57)
P6v6s9_bollinger_mr_r2	0.8520	0.5583	18	14.60	ok	v6 4H sweep#9 bollinger_mr random #2 (atr_period=10_atr_stop_mult=2.1723_bb_k=2.825_bb_period=29)
P6v6s9_bollinger_mr_r3	2.5560	2.1975	11	21.47	ok	v6 4H sweep#9 bollinger_mr random #3 (atr_period=17_atr_stop_mult=1.9582_bb_k=2.6615_bb_period=72)
P6v6s9_bollinger_mr_r4	4.0055	1.8049	41	-1.76	ok	v6 4H sweep#9 bollinger_mr random #4 (atr_period=14_atr_stop_mult=3.0637_bb_k=1.3327_bb_period=50)
P6v6s9_bollinger_mr_r5	-999.0000	3.4188	2	9.77	ok	v6 4H sweep#9 bollinger_mr random #5 (atr_period=7_atr_stop_mult=2.061_bb_k=3.3964_bb_period=57)
P6v6s9_bollinger_mr_r6	-999.0000	-0.7035	47	-14.79	ok	v6 4H sweep#9 bollinger_mr random #6 (atr_period=15_atr_stop_mult=2.464_bb_k=1.9305_bb_period=35)
P6v6s9_bollinger_mr_r7	7.6259	5.7123	14	23.89	ok	v6 4H sweep#9 bollinger_mr random #7 (atr_period=12_atr_stop_mult=2.9995_bb_k=2.7761_bb_period=44)
P6v6s9_bollinger_mr_r8	-999.0000	5.4185	3	17.70	ok	v6 4H sweep#9 bollinger_mr random #8 (atr_period=17_atr_stop_mult=2.8601_bb_k=3.58_bb_period=65)
P6v6s9_bollinger_mr_r9	-999.0000	-1.1152	49	-7.83	ok	v6 4H sweep#9 bollinger_mr random #9 (atr_period=13_atr_stop_mult=1.3006_bb_k=1.547_bb_period=62)
P6v6s9_bollinger_mr_r10	3.8401	2.1846	24	-2.44	ok	v6 4H sweep#9 bollinger_mr random #10 (atr_period=11_atr_stop_mult=3.8383_bb_k=1.3009_bb_period=72)
P6v6s9_bollinger_mr_r11	7.5677	5.4590	15	19.51	ok	v6 4H sweep#9 bollinger_mr random #11 (atr_period=16_atr_stop_mult=3.5899_bb_k=2.5313_bb_period=51)
P6v6s9_bollinger_mr_r12	12.1265	8.4500	16	18.43	ok	v6 4H sweep#9 bollinger_mr random #12 (atr_period=15_atr_stop_mult=4.284_bb_k=2.1477_bb_period=68)
P6v6s9_bollinger_mr_r13	-999.0000	0.3629	40	-7.78	ok	v6 4H sweep#9 bollinger_mr random #13 (atr_period=13_atr_stop_mult=2.6695_bb_k=1.2001_bb_period=57)
P6v6s9_bollinger_mr_r14	-999.0000	4.6647	2	5.32	ok	v6 4H sweep#9 bollinger_mr random #14 (atr_period=13_atr_stop_mult=4.1673_bb_k=3.6173_bb_period=48)
P6v6s9_bollinger_mr_r15	-999.0000	8.6444	8	26.02	ok	v6 4H sweep#9 bollinger_mr random #15 (atr_period=18_atr_stop_mult=3.0252_bb_k=3.0501_bb_period=46)
P6v6s9_bollinger_mr_r16	0.7771	0.3693	36	-18.47	ok	v6 4H sweep#9 bollinger_mr random #16 (atr_period=10_atr_stop_mult=3.1583_bb_k=1.9024_bb_period=42)
P6v6s9_bollinger_mr_r17	5.2548	3.7905	15	23.58	ok	v6 4H sweep#9 bollinger_mr random #17 (atr_period=8_atr_stop_mult=3.7093_bb_k=2.2143_bb_period=61)
P6v6s9_bollinger_mr_r18	4.0986	2.0762	31	6.45	ok	v6 4H sweep#9 bollinger_mr random #18 (atr_period=15_atr_stop_mult=2.3019_bb_k=1.7041_bb_period=62)
P6v6s9_bollinger_mr_r19	-999.0000	4.8729	4	25.57	ok	v6 4H sweep#9 bollinger_mr random #19 (atr_period=17_atr_stop_mult=4.5124_bb_k=2.912_bb_period=71)
P6v6s9_bollinger_mr_r20	10.8598	8.8740	12	32.46	ok	v6 4H sweep#9 bollinger_mr random #20 (atr_period=19_atr_stop_mult=3.666_bb_k=2.8435_bb_period=42)
P6v6s9_bollinger_mr_r21	1.7958	1.2121	17	21.89	ok	v6 4H sweep#9 bollinger_mr random #21 (atr_period=10_atr_stop_mult=2.4329_bb_k=2.3015_bb_period=65)
P6v6s9_bollinger_mr_r22	12.1047	9.8913	12	26.13	ok	v6 4H sweep#9 bollinger_mr random #22 (atr_period=12_atr_stop_mult=4.3344_bb_k=2.599_bb_period=46)
P6v6s9_bollinger_mr_r23	0.0304	0.0133	44	-0.54	ok	v6 4H sweep#9 bollinger_mr random #23 (atr_period=15_atr_stop_mult=1.3295_bb_k=1.5953_bb_period=67)
P6v6s9_bollinger_mr_r24	3.0255	1.6033	28	-0.30	ok	v6 4H sweep#9 bollinger_mr random #24 (atr_period=17_atr_stop_mult=2.8675_bb_k=1.8222_bb_period=61)
P6v6s9_bollinger_mr_r25	-999.0000	0.7284	43	-3.39	ok	v6 4H sweep#9 bollinger_mr random #25 (atr_period=7_atr_stop_mult=2.5237_bb_k=1.8437_bb_period=38)
P6v6s9_bollinger_mr_r26	6.9949	5.2396	14	28.69	ok	v6 4H sweep#9 bollinger_mr random #26 (atr_period=11_atr_stop_mult=1.8915_bb_k=2.7753_bb_period=54)
P6v6s9_bollinger_mr_r27	1.8648	0.9446	31	8.05	ok	v6 4H sweep#9 bollinger_mr random #27 (atr_period=11_atr_stop_mult=1.8223_bb_k=2.5434_bb_period=34)
P6v6s9_bollinger_mr_r28	6.1206	3.7124	21	12.01	ok	v6 4H sweep#9 bollinger_mr random #28 (atr_period=7_atr_stop_mult=2.9174_bb_k=2.6255_bb_period=42)
P6v6s9_bollinger_mr_r29	-999.0000	-1.3160	65	-22.44	ok	v6 4H sweep#9 bollinger_mr random #29 (atr_period=12_atr_stop_mult=2.2212_bb_k=1.2573_bb_period=33)
P6v6s9_bollinger_mr_r30	2.6835	2.0101	14	30.94	ok	v6 4H sweep#9 bollinger_mr random #30 (atr_period=10_atr_stop_mult=2.8375_bb_k=2.6077_bb_period=60)
P6v6s9_bollinger_mr_r31	2.4190	1.2619	29	-3.38	ok	v6 4H sweep#9 bollinger_mr random #31 (atr_period=15_atr_stop_mult=2.928_bb_k=1.6755_bb_period=61)
P6v6s9_bollinger_mr_r32	8.1133	5.1723	19	19.31	ok	v6 4H sweep#9 bollinger_mr random #32 (atr_period=11_atr_stop_mult=3.0883_bb_k=1.9746_bb_period=67)
P6v6s9_bollinger_mr_r33	2.4883	1.5093	21	24.53	ok	v6 4H sweep#9 bollinger_mr random #33 (atr_period=20_atr_stop_mult=1.6148_bb_k=2.3255_bb_period=67)
P6v6s9_bollinger_mr_r34	-999.0000	3.3944	8	15.10	ok	v6 4H sweep#9 bollinger_mr random #34 (atr_period=9_atr_stop_mult=3.0307_bb_k=2.7926_bb_period=73)
P6v6s9_bollinger_mr_r35	-999.0000	4.5979	3	11.60	ok	v6 4H sweep#9 bollinger_mr random #35 (atr_period=7_atr_stop_mult=1.8991_bb_k=3.3909_bb_period=43)
P6v6s9_bollinger_mr_r36	1.6618	0.8418	31	0.59	ok	v6 4H sweep#9 bollinger_mr random #36 (atr_period=16_atr_stop_mult=2.5685_bb_k=1.9116_bb_period=54)
P6v6s9_bollinger_mr_r37	-999.0000	2.0424	35	-17.75	ok	v6 4H sweep#9 bollinger_mr random #37 (atr_period=20_atr_stop_mult=3.8697_bb_k=1.7109_bb_period=47)
P6v6s9_bollinger_mr_r38	-0.9626	-0.4145	46	-3.08	ok	v6 4H sweep#9 bollinger_mr random #38 (atr_period=7_atr_stop_mult=1.2285_bb_k=1.5418_bb_period=67)
P6v6s9_bollinger_mr_r39	-999.0000	2.5384	8	18.19	ok	v6 4H sweep#9 bollinger_mr random #39 (atr_period=12_atr_stop_mult=4.6693_bb_k=2.6418_bb_period=72)
P6v6s9_bollinger_mr_r40	1.9168	0.8554	42	-5.10	ok	v6 4H sweep#9 bollinger_mr random #40 (atr_period=9_atr_stop_mult=2.5378_bb_k=1.742_bb_period=40)
P6v6s9_bollinger_mr_r41	-999.0000	6.8500	7	13.66	ok	v6 4H sweep#9 bollinger_mr random #41 (atr_period=18_atr_stop_mult=2.4272_bb_k=3.1215_bb_period=40)
P6v6s9_bollinger_mr_r42	-999.0000	4.6277	4	29.87	ok	v6 4H sweep#9 bollinger_mr random #42 (atr_period=11_atr_stop_mult=3.0679_bb_k=3.4823_bb_period=69)
P6v6s9_bollinger_mr_r43	-999.0000	0.1191	36	-18.13	ok	v6 4H sweep#9 bollinger_mr random #43 (atr_period=18_atr_stop_mult=4.1255_bb_k=1.6961_bb_period=44)
P6v6s9_bollinger_mr_r44	-999.0000	0.0000	0	0.00	ok	v6 4H sweep#9 bollinger_mr random #44 (atr_period=13_atr_stop_mult=1.4009_bb_k=3.918_bb_period=29)
